,Location,Price,Bedroom,Bathrooms,Toilet,Location Area,State
731, Ajah,1200000,3,3,4,Seaside Estate, Lagos
732, Ajah,1200000,3,3,4,Seaside Estate, Lagos
733, Ajah,1200000,3,3,4,Seaside Estate, Lagos
734, Ajah,650000,1,1,2,Ogombo, Lagos
735, Ajah,650000,1,1,2,Ogombo, Lagos
736, Ajah,650000,1,1,2,Ogombo, Lagos
737, Ajah,800000,1,1,2,Ado, Lagos
738, Ajah,800000,1,1,2,Ado, Lagos
739, Ajah,800000,1,1,2,Ado, Lagos
740, Ajah,1200000,3,3,4,Seaside Estate, Lagos
741, Ajah,1200000,3,3,4,Seaside Estate, Lagos
742, Ajah,1200000,3,3,4,Seaside Estate, Lagos
743, Ajah,25000,1,1,1,Badore, Lagos
744, Ajah,25000,1,1,1,Badore, Lagos
745, Ajah,25000,1,1,1,Badore, Lagos
746, Ajah,1200000,3,3,4,Seaside Estate, Lagos
747, Ajah,1200000,3,3,4,Seaside Estate, Lagos
748, Ajah,1200000,3,3,4,Seaside Estate, Lagos
749, Ajah,25000,1,1,1,Badore, Lagos
750, Ajah,25000,1,1,1,Badore, Lagos
751, Ajah,25000,1,1,1,Badore, Lagos
752, Ajah,1500000,1,1,2,Thomas Estate, Lagos
753, Ajah,1500000,1,1,2,Thomas Estate, Lagos
754, Ajah,1500000,1,1,2,Thomas Estate, Lagos
755, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
756, Ajah,40000000,2,2,3,The Balconies, Lagos
757, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
758, Ajah,1500000,3,3,4,Beside Lagos Business School, Lagos
759, Ajah,1500000,3,3,4,Beside Lagos Business School, Lagos
760, Ajah,1500000,3,3,4,Beside Lagos Business School, Lagos
761, Ajah,40000000,2,2,3,The Balconies, Lagos
762, Ajah,40000000,2,2,3,The Balconies, Lagos
763, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
764, Ajah,40000000,2,2,3,The Balconies, Lagos
765, Ajah,40000000,2,2,3,The Balconies, Lagos
766, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
767, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
768, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
769, Ajah,40000000,2,2,3,The Balconies, Lagos
770, Ajah,40000000,2,2,3,The Balconies, Lagos
771, Ajah,40000000,2,2,3,The Balconies, Lagos
772, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
773, Ajah,40000000,2,2,3,The Balconies, Lagos
774, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
775, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
776, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
777, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
778, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
779, Ajah,40000000,2,2,3,The Balconies, Lagos
780, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
781, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
782, Ajah,1500000,2,2,3,Sangotedo, Lagos
783, Ajah,1500000,2,2,3,Sangotedo, Lagos
784, Ajah,1500000,2,2,3,Sangotedo, Lagos
785, Ajah,40000000,2,2,3,The Balconies, Lagos
786, Ajah,40000000,2,2,3,The Balconies, Lagos
787, Ajah,40000000,2,2,3,The Balconies, Lagos
788, Ajah,800000,1,1,2,Ado, Lagos
789, Ajah,800000,1,1,2,Ado, Lagos
790, Ajah,800000,1,1,2,Ado, Lagos
791, Ajah,700000,1,1,1,Hope Ville Estate, Lagos
792, Ajah,700000,1,1,1,Hope Ville Estate, Lagos
793, Ajah,700000,1,1,1,Hope Ville Estate, Lagos
794, Ajah,750000,1,1,2,Olokonla, Lagos
795, Ajah,750000,1,1,2,Olokonla, Lagos
796, Ajah,750000,1,1,2,Olokonla, Lagos
797, Ajah,1500000,2,2,3,Sangotedo, Lagos
798, Ajah,1500000,2,2,3,Sangotedo, Lagos
799, Ajah,1500000,2,2,3,Sangotedo, Lagos
800, Ajah,25000,1,1,1,Badore, Lagos
801, Ajah,25000,1,1,1,Badore, Lagos
802, Ajah,25000,1,1,1,Badore, Lagos
803, Ajah,750000,1,1,2,Olokonla, Lagos
804, Ajah,750000,1,1,2,Olokonla, Lagos
805, Ajah,750000,1,1,2,Olokonla, Lagos
806, Ajah,1500000,2,2,3,Sangotedo, Lagos
807, Ajah,1500000,2,2,3,Sangotedo, Lagos
808, Ajah,1500000,2,2,3,Sangotedo, Lagos
809, Ajah,1500000,2,2,3,Sangotedo, Lagos
810, Ajah,1500000,2,2,3,Sangotedo, Lagos
811, Ajah,1500000,2,2,3,Sangotedo, Lagos
812, Ajah,750000,1,1,2,Olokonla, Lagos
813, Ajah,750000,1,1,2,Olokonla, Lagos
814, Ajah,750000,1,1,2,Olokonla, Lagos
815, Ajah,350000,No Info,No Info,No Info,Roi Estate, Lagos
816, Ajah,350000,No Info,No Info,No Info,Roi Estate, Lagos
817, Ajah,350000,No Info,No Info,No Info,Roi Estate, Lagos
818, Ajah,1500000,2,2,3,Sangotedo, Lagos
819, Ajah,1500000,2,2,3,Sangotedo, Lagos
820, Ajah,1500000,2,2,3,Sangotedo, Lagos
821, Ajah,1500000,2,2,3,Sangotedo, Lagos
822, Ajah,1500000,2,2,3,Sangotedo, Lagos
823, Ajah,1500000,2,2,3,Sangotedo, Lagos
824, Ajah,40000000,2,2,3,The Balconies, Lagos
825, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
826, Ajah,40000000,2,2,3,The Balconies, Lagos
827, Ajah,40000000,2,2,3,The Balconies, Lagos
828, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
829, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
830, Ajah,40000000,2,2,3,The Balconies, Lagos
831, Ajah,40000000,2,2,3,The Balconies, Lagos
832, Ajah,40000000,2,2,3,The Balconies, Lagos
833, Ajah,750000,1,1,2,Olokonla, Lagos
834, Ajah,750000,1,1,2,Olokonla, Lagos
835, Ajah,750000,1,1,2,Olokonla, Lagos
836, Ajah,1200000,3,3,4,Seaside Estate, Lagos
837, Ajah,1200000,3,3,4,Seaside Estate, Lagos
838, Ajah,1200000,3,3,4,Seaside Estate, Lagos
839, Ajah,800000,1,1,2,Ado, Lagos
840, Ajah,800000,1,1,2,Ado, Lagos
841, Ajah,800000,1,1,2,Ado, Lagos
842, Ajah,40000000,2,2,3,The Balconies, Lagos
843, Ajah,40000000,2,2,3,The Balconies, Lagos
844, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
845, Ajah,1500000,2,2,3,Sangotedo, Lagos
846, Ajah,1500000,2,2,3,Sangotedo, Lagos
847, Ajah,1500000,2,2,3,Sangotedo, Lagos
848, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
849, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
850, Ajah,2000000,3,3,4,Lekki Scheme 2 Off Abraham Adesanya Road, Lagos
851, Ajah,450000,No Info,No Info,No Info,Ado, Lagos
852, Ajah,450000,No Info,No Info,No Info,Ado, Lagos
853, Ajah,450000,No Info,No Info,No Info,Ado, Lagos
854, Ajah,600000,No Info,No Info,No Info,Black Gate Busstop, Lagos
855, Ajah,600000,No Info,No Info,No Info,Black Gate Busstop, Lagos
856, Ajah,600000,No Info,No Info,No Info,Black Gate Busstop, Lagos
857, Ajah,25000,1,1,1,Badore, Lagos
858, Ajah,25000,1,1,1,Badore, Lagos
859, Ajah,25000,1,1,1,Badore, Lagos
860, Ajah,1500000,2,2,3,Sangotedo, Lagos
861, Ajah,1500000,2,2,3,Sangotedo, Lagos
862, Ajah,1500000,2,2,3,Sangotedo, Lagos
863, Ajah,800000,1,1,2,Ado, Lagos
864, Ajah,800000,1,1,2,Ado, Lagos
865, Ajah,800000,1,1,2,Ado, Lagos
866, Ajah,450000,No Info,No Info,No Info,Ado, Lagos
867, Ajah,450000,No Info,No Info,No Info,Ado, Lagos
868, Ajah,450000,No Info,No Info,No Info,Ado, Lagos
869, Ajah,25000,1,1,1,Badore, Lagos
870, Ajah,25000,1,1,1,Badore, Lagos
871, Ajah,25000,1,1,1,Badore, Lagos
872, Ajah,1500000,2,2,3,Sangotedo, Lagos
873, Ajah,1500000,2,2,3,Sangotedo, Lagos
874, Ajah,1500000,2,2,3,Sangotedo, Lagos
875, Ajah,750000,1,1,2,Olokonla, Lagos
876, Ajah,750000,1,1,2,Olokonla, Lagos
877, Ajah,750000,1,1,2,Olokonla, Lagos
878, Ajah,600000,No Info,No Info,No Info,Black Gate Busstop, Lagos
879, Ajah,600000,No Info,No Info,No Info,Black Gate Busstop, Lagos
880, Ajah,600000,No Info,No Info,No Info,Black Gate Busstop, Lagos
881, Ajah,1500000,2,2,3,Sangotedo, Lagos
882, Ajah,1500000,2,2,3,Sangotedo, Lagos
883, Ajah,1500000,2,2,3,Sangotedo, Lagos
884, Ajah,25000,1,1,1,Badore, Lagos
885, Ajah,25000,1,1,1,Badore, Lagos
886, Ajah,25000,1,1,1,Badore, Lagos
