,Type,Location,Price,Bedroom,Bathrooms,Toilet
648,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
649,3 bedroom flat / apartment for sale,"Foreshore Estate Phase One, Osborne, Ikoyi, Lagos",320000000,3,3,4
650,4 bedroom flat / apartment for sale,"Ikoyi, Lagos",600000,4,4,5
651,4 bedroom flat / apartment for sale,"Ikoyi, Lagos",600000,4,4,5
652,3 bedroom flat / apartment for sale,"Foreshore Estate Phase One, Osborne, Ikoyi, Lagos",320000000,3,3,4
653,4 bedroom flat / apartment for sale,"Ikoyi, Lagos",600000,4,4,5
654,4 bedroom flat / apartment for sale,"Ikoyi, Lagos",600000,4,4,5
655,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
656,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
657,2 bedroom flat / apartment short let,"Banana Island, Ikoyi, Lagos",110000,2,2,3
658,4 bedroom flat / apartment for sale,"Ikoyi, Lagos",600000,4,4,5
659,4 bedroom flat / apartment for sale,"Ikoyi, Lagos",600000,4,4,5
660,3 bedroom flat / apartment for sale,"Foreshore Estate Phase One, Osborne, Ikoyi, Lagos",320000000,3,3,4
