,Type,Location,Price,Bedroom,Bathrooms,Toilet
209,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
210,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
211,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
212,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
213,Self contain (single rooms) for rent,"Ajayi Onitiri, Onike, Yaba, Lagos",500000,No Info,No Info,No Info
214,Self contain (single rooms) for rent,"Ajayi Onitiri, Onike, Yaba, Lagos",500000,No Info,No Info,No Info
215,Self contain (single rooms) for rent,"Ajayi Onitiri, Onike, Yaba, Lagos",500000,No Info,No Info,No Info
216,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
217,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
218,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
219,Self contain (single rooms) for rent,"Alagomeji, Yaba, Lagos",700000,3,3,4
220,Self contain (single rooms) for rent,"Alagomeji, Yaba, Lagos",700000,3,3,4
221,Self contain (single rooms) for rent,"Alagomeji, Yaba, Lagos",700000,3,3,4
222,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
223,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
224,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
225,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
226,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
227,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
228,1 bedroom mini flat (room and parlour) for rent,"Off Yaba Tech Back Gate, Abule Ijesha, Yaba, Lagos",1200000,1,1,2
229,1 bedroom mini flat (room and parlour) for rent,"Off Yaba Tech Back Gate, Abule Ijesha, Yaba, Lagos",1200000,1,1,2
230,1 bedroom mini flat (room and parlour) for rent,"Off Yaba Tech Back Gate, Abule Ijesha, Yaba, Lagos",1200000,1,1,2
231,Self contain (single rooms) for rent,"Waec Office, Jibowu, Yaba, Lagos",600000,No Info,No Info,No Info
232,Self contain (single rooms) for rent,"Waec Office, Jibowu, Yaba, Lagos",600000,No Info,No Info,No Info
233,Self contain (single rooms) for rent,"Waec Office, Jibowu, Yaba, Lagos",600000,No Info,No Info,No Info
234,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
235,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
236,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
237,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
238,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
239,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
240,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
241,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
242,Self contain (single rooms) for sale,"Comfy Burrows, No. 88 Community Road, Akoka, Yaba, Lagos",13000000,1,1,1
